doc_id,surface,start_pos,end_pos,type,identifier
document_110001.html,Arcivescovo,53,64,PER,Q34634425
document_110009.html,Stefano Riccio,6,20,PER,Q19468748
document_110010.html,Stefano Riccio,6,20,PER,Q19468748
document_110011.html,Italia,626,632,LOC,Q38
document_110012.html,Arco,27,31,LOC,Q138473
document_110012.html,Raimondo Santoro,100,116,PER,NIL
document_110012.html,Associazione,139,151,ORG,Q3091708
document_110012.html,Bari,177,181,LOC,Q3519
document_110013.html,Federazione,174,185,ORG,Q3091708
document_110013.html,Fuci,272,276,ORG,Q3091708
document_110013.html,Guf,306,309,ORG,Q3118248
document_110013.html,Partito,458,465,ORG,Q139596
document_110013.html,Fuci,516,520,ORG,Q3091708
document_110013.html,Azione Cattolica,529,545,ORG,Q3318304
document_110013.html,Organizzazione,954,968,ORG,Q3091708
document_110014.html,Fuci,164,168,ORG,Q3091708
document_110014.html,Mezzogiorno,173,184,LOC,Q207989
document_110014.html,Italia,187,193,LOC,Q38
document_110014.html,Sud,359,362,LOC,Q207989
document_110014.html,Fuci,463,467,ORG,Q3091708
document_110014.html,Associazioni,619,631,ORG,Q3091708
document_110015.html,Fuci,61,65,ORG,Q3091708
document_110015.html,Universitari Cattolici Italiani,191,222,ORG,Q3091708
document_110015.html,Italia,519,525,LOC,Q38
document_110016.html,Associazioni Universitarie di Azione Cattolica,27,73,ORG,Q3091708
document_110016.html,Roma,88,92,LOC,Q220
document_110016.html,Vicario,132,139,PER,Q2604
document_110016.html,Cristo,143,149,PER,Q302
document_110016.html,Roma,488,492,LOC,Q220
document_110016.html,Pio XII,528,535,PER,Q2604
document_110016.html,Chiesa,700,706,ORG,Q34651
document_110017.html,Fuci,665,669,ORG,Q3091708
document_110018.html,Roma,120,124,LOC,Q220
document_110018.html,Fuci,149,153,ORG,Q3091708
document_110018.html,Chiesa,1383,1389,ORG,Q34651
document_110019.html,Chiesa,236,242,ORG,Q34651
document_110019.html,Università,246,256,ORG,Q3918
document_110019.html,Fuci,284,288,ORG,Q3091708
document_110019.html,Università,632,642,ORG,Q3918
document_110019.html,Università,651,661,ORG,Q3918
document_110019.html,Fuci,728,732,ORG,Q3091708
document_110019.html,Chiesa,748,754,ORG,Q34651
document_110019.html,Università,770,780,ORG,Q3918
document_110019.html,Fuci,990,994,ORG,Q3091708
document_110019.html,Associazione,1115,1127,ORG,Q3091708
document_110019.html,Fuci,1639,1643,ORG,Q3091708
document_110019.html,Chiesa,1730,1736,ORG,Q34651
document_110019.html,Università,1738,1748,ORG,Q3918
document_110019.html,Azione Cattolica,1851,1867,ORG,Q3318304
document_110020.html,Associazioni,100,112,ORG,Q3091708
document_110020.html,Fuci,379,383,ORG,Q3091708
document_110021.html,Universitari Italiani di A.C.,63,92,ORG,Q3091708
document_110021.html,Università,129,139,ORG,Q3918
document_110023.html,Associazioni,48,60,ORG,Q3091708
document_110023.html,Fuci,92,96,ORG,Q3091708
document_110023.html,Associazione,662,674,ORG,Q3091708
document_110024.html,Fuci,3,7,ORG,Q3091708
document_110024.html,Fuci,444,448,ORG,Q3091708
document_110024.html,Fuci,534,538,ORG,Q3091708
document_110024.html,Fuci,817,821,ORG,Q3091708
document_110024.html,Associazione,1002,1014,ORG,Q3091708
document_110025.html,Paolo Bonatelli,45,60,PER,NIL
document_110025.html,Masnovo,364,371,PER,Q54925054
document_110025.html,Bonatelli,426,435,PER,NIL
document_110027.html,Fuci,65,69,ORG,Q3091708
document_110027.html,Associazioni,197,209,ORG,Q3091708
document_110033.html,Università Cattolica,17,37,ORG,Q229022
document_110033.html,Italia,106,112,LOC,Q38
document_110033.html,Azione Cattolica,290,306,ORG,Q3318304
document_110033.html,Azione Cattolica,497,513,ORG,Q3318304
document_110033.html,Università,672,682,ORG,Q3918
document_110035.html,Italia,43,49,LOC,Q38
document_110035.html,paese,239,244,LOC,Q38
document_110036.html,Caterina,15,23,PER,Q229190
document_110036.html,Siena,27,32,LOC,Q2751
document_110036.html,Santa,223,228,PER,Q229190
document_110036.html,Italia,529,535,LOC,Q38
document_110036.html,Santa,567,572,PER,Q229190
document_110037.html,Segretario di Stato,48,67,PER,Q918739
document_110037.html,Padre,75,80,PER,Q2604
document_110037.html,Madonna,202,209,PER,Q345
document_110039.html,vaticana,97,105,LOC,Q237
document_110040.html,Associazioni,157,169,ORG,Q3091708
document_110040.html,Associazioni,246,258,ORG,Q3091708
document_110040.html,Fuci,448,452,ORG,Q3091708
document_110040.html,Italia,1345,1351,LOC,Q38
document_110043.html,Roma,60,64,LOC,Q220
document_110043.html,Associazioni,145,157,ORG,Q3091708
document_110045.html,Roma,86,90,LOC,Q220
document_110045.html,Associazioni,168,180,ORG,Q3091708
document_110045.html,Italia,201,207,LOC,Q38
document_110048.html,Universitari Italiani di A. C.,63,93,ORG,Q3091708
document_110048.html,Università,130,140,ORG,Q3918
document_110050.html,Cristo,31,37,PER,Q302
document_110051.html,Associazioni,22,34,ORG,Q3091708
document_110054.html,Associazioni,74,86,ORG,Q3091708
document_110054.html,S. Vincenzo,145,156,ORG,Q1528836
document_110054.html,S. Vincenzo,433,444,ORG,Q1528836
document_110054.html,S. Vincenzo,586,597,ORG,Q1528836
document_110054.html,Fuci,1077,1081,ORG,Q3091708
document_110054.html,S. Vincenzo,1184,1195,ORG,Q1528836
document_110058.html,Fuci,46,50,ORG,Q3091708
document_110060.html,S. Tommaso d’Aquino,42,61,PER,Q9438
document_110060.html,Fuci,65,69,ORG,Q3091708
document_110060.html,Dottore,132,139,PER,Q9438
document_110060.html,Chiesa,146,152,ORG,Q34651
document_110061.html,Fuci,84,88,ORG,Q3091708
document_110061.html,Università,165,175,ORG,Q3918
document_110061.html,Fuci,351,355,ORG,Q3091708
document_110061.html,Associazioni,389,401,ORG,Q3091708
document_110061.html,Associazioni,962,974,ORG,Q3091708
document_110061.html,Fuci,1164,1168,ORG,Q3091708
document_110064.html,Padre,31,36,PER,Q2604
document_110064.html,Associazioni,89,101,ORG,Q3091708
document_110064.html,A. C.,119,124,ORG,Q3318304
document_110064.html,Roma,138,142,LOC,Q220
document_110064.html,Laureati di Azione Cattolica,180,208,ORG,Q3866579
document_110064.html,Fuci,241,245,ORG,Q3091708
document_110064.html,Pio XII,268,275,PER,Q2604
document_110064.html,Universitari,328,340,ORG,Q3091708
document_110064.html,A. C.,344,349,ORG,Q3318304
document_110064.html,Padre,357,362,PER,Q2604
document_110064.html,Sommo Pontefice,504,519,PER,Q2604
document_110064.html,Associazioni,551,563,ORG,Q3091708
document_110064.html,Lui,722,725,PER,Q2604
document_110064.html,Associazioni,1038,1050,ORG,Q3091708
document_110064.html,Padre,1057,1062,PER,Q2604
document_110064.html,Associazioni,1331,1343,ORG,Q3091708
document_110065.html,Italia,70,76,LOC,Q38
document_110065.html,Associazioni Universitarie,84,110,ORG,Q3091708
document_110065.html,Azione Cattolica,114,130,ORG,Q3318304
document_110065.html,Padre Santo,248,259,PER,Q2604
document_110065.html,Cristo,515,521,PER,Q302
document_110065.html,Chiesa,582,588,ORG,Q34651
document_110065.html,Azione Cattolica,628,644,ORG,Q3318304
document_110065.html,Beatissimo Padre,687,703,PER,Q2604
document_110065.html,Azione Cattolica,725,741,ORG,Q3318304
document_110065.html,Università,985,995,ORG,Q3918
document_110066.html,Sua Santità Pio XII,24,43,PER,Q2604
document_110066.html,Universitari,85,97,ORG,Q3091708
document_110066.html,Laureati,100,108,ORG,Q3866579
document_110066.html,Azione Cattolica,112,128,ORG,Q3318304
document_110066.html,Associazioni,195,207,ORG,Q3091708
document_110066.html,Italia,297,303,LOC,Q38
document_110066.html,Papa,343,347,PER,Q2604
document_110066.html,Universitari,392,404,ORG,Q3091708
document_110066.html,Azione Cattolica,408,424,ORG,Q3318304
document_110066.html,Padre,465,470,PER,Q2604
document_110066.html,Santo Padre,819,830,PER,Q2604
document_110066.html,Chiesa,1132,1138,ORG,NIL
document_110066.html,Capo,1152,1156,PER,Q2604
document_110067.html,Fuci,3,7,ORG,Q3091708
document_110067.html,Roma,135,139,LOC,Q220
document_110067.html,Padre,259,264,PER,Q2604
document_110067.html,Universitari,298,310,ORG,Q3091708
document_110067.html,Laureati,313,321,ORG,Q3866579
document_110067.html,Azione Cattolica,325,341,ORG,Q3318304
document_110067.html,Padre,512,517,PER,Q2604
document_110067.html,papa,925,929,PER,Q2604
document_110067.html,Fuci,934,938,ORG,Q3091708
document_110069.html,Universitari Cattolici,54,76,ORG,Q3091708
document_110070.html,Chiesa,417,423,ORG,Q34651
document_110074.html,Università,90,100,ORG,Q3918
document_110074.html,Università,404,414,ORG,Q3918
document_110076.html,Università,22,32,ORG,Q3918
document_110076.html,Università,336,346,ORG,Q3918
document_110078.html,segretario del partito fascista repubblicano,606,650,PER,Q742284
document_110080.html,Badoglio,311,319,PER,Q200085
document_110080.html,paese,346,351,LOC,Q38
document_110081.html,Italia,121,127,LOC,Q38
document_110081.html,forze armate,289,301,ORG,Q8473
document_110082.html,democrazia cristiana,3,23,ORG,Q815348
document_110082.html,Italia,83,89,LOC,Q38
document_110082.html,paese,202,207,LOC,Q38
document_110082.html,partiti,492,499,ORG,Q7278
document_110082.html,paese,650,655,LOC,Q38
document_110085.html,Università,17,27,ORG,Q3918
document_110085.html,Università,409,419,ORG,Q3918
document_110091.html,Atlantico,32,41,LOC,Q97
document_110092.html,Sforza,50,56,PER,Q463243
document_110092.html,Comitati di liberazione,88,111,ORG,Q547858
document_110092.html,Sforza,170,176,PER,Q463243
document_110092.html,Montevideo,296,306,LOC,Q1335
document_110093.html,Italia,2,8,LOC,Q38
document_110094.html,Comitati di Liberazione,73,96,ORG,Q547858
document_110096.html,Italia,50,56,LOC,Q38
document_110097.html,Italia,71,77,LOC,Q38
document_110099.html,Italia,49,55,LOC,Q38
document_110099.html,Italia,515,521,LOC,Q38
document_110100.html,Italia,2,8,LOC,Q38
document_110100.html,Italia,315,321,LOC,Q38
document_110100.html,Italia,898,904,LOC,Q38
document_110104.html,partito demo-cristiano,29,51,ORG,Q815348
document_110104.html,Associazioni Universitarie,57,83,ORG,Q3091708
document_110104.html,Azione Cattolica,87,103,ORG,Q3318304
document_110104.html,F.U.C.I.,150,158,ORG,Q3091708
document_110104.html,Italia,196,202,LOC,Q38
document_110104.html,Aldo Moro,448,457,PER,Q171834
document_110104.html,Università,464,474,ORG,Q3918
document_110104.html,Bari,478,482,LOC,Q3519
document_110105.html,partiti,375,382,ORG,Q7278
document_110106.html,Luigi Lavitrano,30,45,PER,Q1493618
document_110106.html,Palermo,65,72,LOC,Q2656
document_110106.html,A.C.I.,143,149,ORG,Q3318304
document_110106.html,Associazioni,292,304,ORG,Q3091708
document_110106.html,Italia,335,341,LOC,Q38
document_110106.html,Fuci,388,392,ORG,Q3091708
document_110111.html,Italia,47,53,LOC,Q38
document_110111.html,Chiesa,83,89,ORG,Q34651
document_110112.html,Università,115,125,ORG,Q3918
document_110120.html,Italia,21,27,LOC,Q38
document_110120.html,Italia,487,493,LOC,Q38
document_110123.html,Italia,64,70,LOC,Q38
document_110123.html,Londra,78,84,LOC,Q84
document_110123.html,Austria,199,206,LOC,Q40
document_110123.html,Italia,245,251,LOC,Q38
document_110123.html,Germania,289,297,LOC,Q183
document_110123.html,Alto Adige,379,389,LOC,Q15124
document_110123.html,Isonzo,419,425,LOC,Q202760
document_110123.html,Trieste,427,434,LOC,Q546
document_110123.html,Italia,472,478,LOC,Q38
document_110123.html,Ministro inglese degli Esteri,493,522,PER,Q128995
document_110123.html,Italia,592,598,LOC,Q38
document_110123.html,Inghilterra,706,717,LOC,Q21
document_110123.html,America,725,732,LOC,Q30
document_110123.html,paese,760,765,LOC,Q38
document_110123.html,Giappone,803,811,LOC,Q17
document_110124.html,Italia,90,96,LOC,Q38
document_110124.html,partiti,211,218,ORG,Q7278
document_110125.html,Italia,69,75,LOC,Q38
document_110125.html,Partiti,194,201,ORG,Q7278
document_110125.html,Italia,332,338,LOC,Q38
document_110127.html,Roma,0,4,LOC,Q220
document_110127.html,Roma,347,351,LOC,Q220
document_110127.html,Italia,410,416,LOC,Q38
document_110129.html,Gabriele Pepe,57,70,PER,Q52826362
document_110129.html,Autore,203,209,PER,Q52826362
document_110130.html,capitale,199,207,LOC,Q220
document_110130.html,Roma,316,320,LOC,Q220
document_110130.html,Italia,627,633,LOC,Q38
document_110132.html,Università,20,30,ORG,Q3918
document_110133.html,Luigi Lavitrano,30,45,PER,Q1493618
document_110133.html,Laureati Cattolici,72,90,ORG,Q3866579
document_110133.html,Sezione,253,260,ORG,Q3866579
